name,Latitude,Longitude
川口青木五郵便局,35.81811,139.71638
川口青木郵便局,35.81347,139.71202
川口領家郵便局,35.79475,139.74543
川口飯塚郵便局,35.80114,139.71105
川島三保谷郵便局,35.97797,139.49081
川島郵便局,35.98105,139.45712
川田谷郵便局,35.99152,139.53200
川越今福郵便局,35.87076,139.47431
川越伊勢原郵便局,35.92145,139.42758
川越元町郵便局,35.92479,139.48297
川越古谷郵便局,35.91185,139.52410
川越問屋町簡易郵便局,35.92110,139.51229
川越宮元郵便局,35.93321,139.48453
川越寿町郵便局,35.90384,139.46574
川越新富町郵便局,35.91539,139.48419
川越旭町郵便局,35.89601,139.47201
川越月吉郵便局,35.92129,139.47192
川越清水郵便局,35.87740,139.50578
川越砂郵便局,35.89021,139.49998
川越脇田郵便局,35.90908,139.48578
川越西郵便局,35.91446,139.46659
川越霞ヶ関北郵便局,35.92587,139.43576
川通郵便局,35.93237,139.73690
平沢簡易郵便局,35.90714,139.33815
幸手団地内郵便局,36.05683,139.72001
庄和米島郵便局,35.97862,139.81025
庄和西金野井郵便局,35.98545,139.80672
庄和郵便局,35.99253,139.79950
志木上町郵便局,35.83235,139.57969
志木宗岡郵便局,35.83858,139.58742
志木館郵便局,35.82492,139.56075
志木駅前郵便局,35.82091,139.57642
慈恩寺郵便局,35.98125,139.70895
戸田公園駅前郵便局,35.80686,139.67838
戸田喜沢郵便局,35.80761,139.69643
戸田新曽南郵便局,35.81066,139.66738
戸田新曽郵便局,35.81661,139.66069
戸田笹目郵便局,35.81391,139.65351
戸田美女木東郵便局,35.82867,139.65540
所沢けやき台郵便局,35.79888,139.45529
所沢三ヶ島郵便局,35.79291,139.40041
所沢中富郵便局,35.81147,139.49620
所沢中新井郵便局,35.81479,139.47576
所沢久米郵便局,35.78255,139.45998
所沢元町郵便局,35.79209,139.46503
所沢小手指郵便局,35.80355,139.43635
所沢山口郵便局,35.77797,139.43257
所沢東新井郵便局,35.79869,139.48020
所沢椿峰郵便局,35.78609,139.43897
所沢美原郵便局,35.81241,139.45734
所沢若狭郵便局,35.80649,139.41493
所沢西郵便局,35.80169,139.42096
所沢駅東口郵便局,35.78697,139.47723
指扇駅前郵便局,35.91604,139.56467
新座団地内郵便局,35.81680,139.55653
新座大和田郵便局,35.81174,139.55050
新座栗原郵便局,35.75770,139.54953
新座片山郵便局,35.77105,139.56511
新座石神郵便局,35.76769,139.55256
新座郵便局,35.79863,139.56811
新座野火止郵便局,35.80244,139.55539
新座馬場郵便局,35.78283,139.57367
新所沢郵便局,35.80467,139.45216
新狭山駅前郵便局,35.87346,139.43386
日高下高萩郵便局,35.91051,139.38165
日高下鹿山郵便局,35.88822,139.34784
日高高萩郵便局,35.89870,139.37296
春日部一ノ割郵便局,35.96364,139.76581
春日部仲町郵便局,35.98228,139.75465
春日部大沼郵便局,35.96928,139.75281
春日部小渕郵便局,35.99731,139.75402
春日部栄町郵便局,35.98832,139.73460
春日部武里団地内郵便局,35.94359,139.76903
春日部浜川戸郵便局,35.98040,139.74237
春日部牛島郵便局,35.98067,139.77681
春日部緑町郵便局,35.97253,139.76817
春日部藤塚郵便局,35.96723,139.77989
春日部豊春郵便局,35.96728,139.72898
春日部豊町郵便局,35.97114,139.74276
春日部豊野簡易郵便局,35.95609,139.79212
朝霞三原郵便局,35.81633,139.58114
朝霞宮戸郵便局,35.82363,139.58703
朝霞本町郵便局,35.80040,139.59817
朝霞根岸郵便局,35.80833,139.60732
朝霞溝沼郵便局,35.80875,139.58719
朝霞郵便局,35.79607,139.59507
杉戸清地郵便局,36.02632,139.73791
杉戸高野台郵便局,36.05099,139.71387
東吉見郵便局,36.02210,139.47206
東吾野郵便局,35.89520,139.25842
東坂戸団地内郵便局,35.95367,139.44495
東大宮駅前郵便局,35.94838,139.64270
東小川郵便局,36.05632,139.29121
東岩槻郵便局,35.96231,139.71334
東川口一郵便局,35.87952,139.73966
東松山平野郵便局,36.05885,139.41280
東松山松山二郵便局,36.04571,139.38901
東松山柏崎郵便局,36.02463,139.42206
東松山白山台郵便局,35.99518,139.38363
東松山石橋郵便局,36.03668,139.38057
東松山箭弓郵便局,36.03416,139.39962
東松山郵便局,36.03668,139.40529
東越谷郵便局,35.89610,139.80223
松伏郵便局,35.92669,139.82083
松原団地駅前郵便局,35.84252,139.80034
桶川坂田郵便局,36.01744,139.57697
桶川日出谷郵便局,35.99961,139.55344
桶川神明郵便局,35.99461,139.56994
桶川西一郵便局,36.00489,139.56087
桶川郵便局,35.99885,139.55793
植水郵便局,35.89797,139.59122
武里郵便局,35.94756,139.77184
毛呂山郵便局,35.94125,139.30572
水富郵便局,35.85737,139.38373
江面郵便局,36.04711,139.63671
浦和中尾郵便局,35.87342,139.68508
浦和中郵便局,35.85833,139.65514
浦和代山郵便局,35.90319,139.70341
浦和仲町郵便局,35.85980,139.64060
浦和別所郵便局,35.85037,139.64566
浦和南本町郵便局,35.84575,139.67034
浦和原山郵便局,35.86855,139.66822
浦和大東郵便局,35.88246,139.66588
浦和大谷口郵便局,35.86048,139.68744
浦和大間木郵便局,35.87352,139.69813
浦和太田窪郵便局,35.85488,139.67965
浦和宮前郵便局,35.86487,139.70210
浦和岸町郵便局,35.85222,139.65583
浦和常盤郵便局,35.86517,139.64872
浦和曲本郵便局,35.83770,139.63929
浦和本太郵便局,35.86309,139.65834
浦和東高砂郵便局,35.85761,139.66085
浦和白鍬郵便局,35.88197,139.60393
浦和神明郵便局,35.84871,139.66122
浦和神田郵便局,35.87458,139.61082
浦和辻郵便局,35.84012,139.65829
浦和領家郵便局,35.87993,139.65408
浦和鹿手袋郵便局,35.85477,139.63897
滑川月輪簡易郵便局,36.04951,139.35446
狭山上広瀬郵便局,35.86397,139.39900
狭山入曾郵便局,35.83068,139.43104
狭山北入曽郵便局,35.84015,139.42971
狭山台団地内郵便局,35.85585,139.43223
狭山旭郵便局,35.86285,139.41548
狭山柏原郵便局,35.87598,139.40804
狭山水野郵便局,35.82199,139.41926
玉川郵便局,36.00677,139.29741
白岡岡泉郵便局,36.00726,139.69822
石戸郵便局,36.01841,139.51633
美園郵便局,35.88400,139.73073
膝折郵便局,35.79308,139.58228
草加住吉郵便局,35.83091,139.80642
草加工業団地内郵便局,35.84489,139.82967
草加弁天郵便局,35.84380,139.81525
草加新栄郵便局,35.86306,139.76765
草加旭町郵便局,35.84886,139.79573
草加松原西郵便局,35.84296,139.78986
草加柳島郵便局,35.81692,139.78654
草加氷川郵便局,35.82786,139.79615
草加清門郵便局,35.85041,139.78073
草加谷塚西郵便局,35.81603,139.79709
草加郵便局,35.84591,139.80144
草加青柳郵便局,35.85624,139.81695
蒲生郵便局,35.85966,139.79842
蓮田西新宿郵便局,36.00356,139.65382
蓮田駅東口郵便局,35.97892,139.65379
蓮田黒浜郵便局,35.99280,139.67620
蕨中央七郵便局,35.81650,139.68862
蕨南町郵便局,35.81897,139.69721
蕨錦町郵便局,35.83047,139.66955
蕨駅前郵便局,35.82813,139.68710
西坂戸三郵便局,35.93128,139.33085
西所沢一郵便局,35.78858,139.45821
谷塚郵便局,35.81486,139.80337
越生郵便局,35.95595,139.30370
越谷千間台東郵便局,35.93470,139.78053
越谷千間台西郵便局,35.93501,139.76926
越谷大房郵便局,35.91191,139.78218
越谷大間野郵便局,35.86485,139.78690
越谷宮前郵便局,35.90188,139.79692
越谷平方郵便局,35.94392,139.78034
越谷弥栄郵便局,35.91951,139.79731
越谷柳田郵便局,35.88099,139.78526
越谷瓦曽根郵便局,35.88835,139.79117
越谷登戸郵便局,35.87044,139.79598
越谷蒲生三郵便局,35.86605,139.80251
越谷袋山郵便局,35.92462,139.77442
越谷赤山郵便局,35.88785,139.78179
越谷郵便局,35.89802,139.78445
金杉郵便局,35.95178,139.83439
青山簡易郵便局,36.04431,139.26348
飯能駅南口郵便局,35.84940,139.31805
飯能下畑郵便局,35.83579,139.29652
飯能八幡郵便局,35.85484,139.31741
飯能双柳郵便局,35.85541,139.33130
飯能岩沢郵便局,35.83884,139.33663
高坂郵便局,36.00373,139.40109
高階郵便局,35.89196,139.49098
鳩ヶ谷南二郵便局,35.81755,139.74421
鳩ヶ谷本町郵便局,35.83402,139.74146
鳩ヶ谷桜町郵便局,35.83947,139.73924
鳩ヶ谷辻郵便局,35.82363,139.72885
鳩ヶ谷郵便局,35.83369,139.73507
鳩ヶ谷里郵便局,35.83435,139.72902
鳩山鳩ヶ丘郵便局,35.98762,139.35530
鴻巣人形町郵便局,36.04891,139.52169
鴻巣大間郵便局,36.06293,139.50494
鴻巣本町郵便局,36.05960,139.51175
鴻巣郵便局,36.06416,139.51636
鶴ヶ島下新田郵便局,35.94495,139.37217
鶴ヶ島駅前郵便局,35.93796,139.42427
とどろき郵便局,35.63205,140.10765
ぱ・る・るプラザ千葉内郵便局,35.61309,140.11718
ワールドビジネスガーデン内郵便局,35.64813,140.03819
三和郵便局,35.48063,140.12227
中山駅前郵便局,35.71527,139.94489
二宮本郷郵便局,35.44961,140.25734
五香駅前郵便局,35.79945,139.96583
住友ケミカルビル内郵便局,35.65419,140.04249
佐倉ユーカリが丘郵便局,35.72921,140.15468
佐倉中志津郵便局,35.71066,140.15761
佐倉井野郵便局,35.71671,140.12940
佐倉城郵便局,35.69807,140.23197
佐倉大蛇郵便局,35.71810,140.24797
佐倉山王郵便局,35.68525,140.20475
佐倉志津郵便局,35.71855,140.14440
佐倉新町郵便局,35.71960,140.23356
佐倉染井野郵便局,35.71961,140.19087
佐倉江原郵便局,35.73193,140.20478
佐倉王子台郵便局,35.72710,140.18292
佐倉稲荷台郵便局,35.72821,140.17578
佐倉西志津郵便局,35.71416,140.13976
佐倉郵便局,35.72421,140.22717
佐倉駅前郵便局,35.71088,140.22889
佐倉駅南口郵便局,35.70708,140.22125
八千代勝田台南郵便局,35.70632,140.13312
八千代勝田台郵便局,35.71218,140.12698
八千代台ユアエルム郵便局,35.70064,140.09101
八千代台北郵便局,35.70816,140.09807
八千代台東郵便局,35.70338,140.09740
八千代台西郵便局,35.69752,140.08077
八千代台郵便局,35.70141,140.08938
八千代大和田新田郵便局,35.72182,140.10021
八千代大和田郵便局,35.71841,140.10470
八千代村上郵便局,35.72896,140.12139
八千代米本郵便局,35.75521,140.11437
八千代緑が丘駅前郵便局,35.72979,140.07285
八千代郵便局,35.72735,140.10415
八千代高津郵便局,35.72060,140.07779
八木郵便局,35.88796,139.93360
北八幡郵便局,35.72112,139.93125
北国分駅前郵便局,35.76294,139.91514
北柏駅前郵便局,35.87502,139.98774
千種郵便局,35.49596,140.06233
千葉あすみが丘郵便局,35.51936,140.26475
千葉あやめ台郵便局,35.64919,140.11543
千葉こてはし台郵便局,35.68906,140.12024
千葉こやつ郵便局,35.55268,140.18634
千葉にれの木台郵便局,35.65734,140.08484
千葉みつわ台郵便局,35.63872,140.13538
千葉ガーデンタウン郵便局,35.61425,140.10032
千葉中央四郵便局,35.60623,140.12152
千葉中央市場内郵便局,35.61339,140.07183
千葉亥鼻郵便局,35.60562,140.12688
千葉仁戸名郵便局,35.58884,140.15574
千葉今井郵便局,35.58262,140.12666
千葉作新台郵便局,35.69185,140.08477
千葉作草部郵便局,35.62567,140.11404
千葉加曽利郵便局,35.61764,140.16973
千葉千城台東郵便局,35.61697,140.19392
千葉千城郵便局,35.59981,140.16743
千葉千草台郵便局,35.63461,140.11985
千葉古市場簡易郵便局,35.54773,140.14585
千葉大学病院内簡易郵便局,35.60454,140.13510
千葉大宮郵便局,35.59274,140.18278
千葉宮崎郵便局,35.58542,140.13399
千葉宮野木郵便局,35.65772,140.09535
千葉寒川郵便局,35.60200,140.11963
千葉寺町郵便局,35.59539,140.13009
千葉小中台北郵便局,35.64545,140.09778
千葉小仲台八郵便局,35.64606,140.08811
千葉小仲台郵便局,35.63905,140.09932
千葉小倉台郵便局,35.62812,140.17146
千葉小深郵便局,35.65903,140.15137
千葉市場前郵便局,35.59551,140.12088
千葉幕張本郷郵便局,35.67437,140.04703
千葉幕張西郵便局,35.66552,140.03716
千葉幸町郵便局,35.62183,140.09341
千葉新宿郵便局,35.60386,140.11235
千葉新町郵便局,35.61005,140.11422
千葉星久喜郵便局,35.59781,140.15029
千葉曽我野郵便局,35.57102,140.12965
千葉朝日ヶ丘郵便局,35.65375,140.08629
千葉東寺山郵便局,35.62342,140.12960
千葉松波郵便局,35.61842,140.11052
千葉桜木郵便局,35.61768,140.15389
千葉椿森郵便局,35.61947,140.11963
千葉泉谷郵便局,35.55172,140.17415
千葉生実郵便局,35.56029,140.14835
千葉登戸郵便局,35.61558,140.10177
千葉県庁内郵便局,35.60474,140.12350
千葉真砂一郵便局,35.63351,140.07088
千葉真砂二郵便局,35.64109,140.06914
千葉磯辺西郵便局,35.63624,140.05353
千葉磯辺郵便局,35.63071,140.05917
千葉稲毛海岸郵便局,35.63452,140.07658
千葉穴川郵便局,35.63639,140.11099
千葉緑町郵便局,35.62500,140.09824
千葉花園郵便局,35.65373,140.07379
千葉西都賀郵便局,35.63661,140.14726
千葉誉田郵便局,35.54931,140.19916
千葉越智郵便局,35.53865,140.24081
千葉道場郵便局,35.61410,140.13072
千葉都町郵便局,35.60931,140.14565
千葉鉄工団地内郵便局,35.68124,140.11446
千葉長作郵便局,35.68294,140.07113
千葉長沼原郵便局,35.65722,140.12588
千葉院内郵便局,35.61442,140.12296
千葉高根郵便局,35.59545,140.21570
千葉高洲郵便局,35.62344,140.07916
千葉Ｂｅｅ－Ｏｎｅ内郵便局,35.61177,140.11654
千葉ＣＣプラザ内郵便局,35.60685,140.10837
南柏駅前郵便局,35.84603,139.95544
南流山郵便局,35.83677,139.89924
南行徳駅前郵便局,35.67177,139.90317
印旛郵便局,35.77704,140.22036
印西原山郵便局,35.79801,140.12770
印西小倉台郵便局,35.80715,140.11187
印西木刈郵便局,35.80898,140.10451
印西郵便局,35.79735,140.11297
印西高花郵便局,35.79859,140.13945
四街道つくし座郵便局,35.67127,140.17623
四街道みそら郵便局,35.67097,140.19828
四街道めいわ郵便局,35.65336,140.17337
四街道千代田郵便局,35.69105,140.18670
四街道大日郵便局,35.67491,140.16241
四街道旭ヶ丘郵便局,35.66314,140.18581
四街道郵便局,35.65642,140.16322
四街道駅前郵便局,35.66595,140.16341
四街道鷹の台郵便局,35.63081,140.19483
四街道鹿渡郵便局,35.66252,140.17317
土気郵便局,35.53288,140.25951
土気駅前郵便局,35.52993,140.26928
増尾郵便局,35.83408,139.98048
姉崎仲町郵便局,35.47482,140.03864
姉崎郵便局,35.48074,140.04467
安食郵便局,35.84073,140.24266
安食駅前郵便局,35.83407,140.24109
宗像郵便局,35.76060,140.16725
宗吾郵便局,35.75943,140.27874
宿連寺簡易郵便局,35.88880,139.98038
富勢郵便局,35.88188,139.99271
小林駅前郵便局,35.83114,140.19389
川間郵便局,35.99053,139.84136
市原ちはら台郵便局,35.52952,140.18504
市原五井東郵便局,35.51215,140.09299
市原五井西郵便局,35.51685,140.07375
市原五井郵便局,35.51477,140.08659
市原光風台郵便局,35.44663,140.10763
市原八幡郵便局,35.53793,140.11946
市原南郵便局,35.45549,140.12283
市原君塚郵便局,35.51887,140.10502
市原国分寺台南郵便局,35.49199,140.10874
市原国分寺台西郵便局,35.50077,140.11204
市原国分寺台郵便局,35.49658,140.11691
市原島野郵便局,35.49399,140.07566
市原有秋台郵便局,35.45127,140.05225
市原桜台郵便局,35.44061,140.04705
市原磯ヶ谷郵便局,35.45385,140.13860
市原神代簡易郵便局,35.47027,140.09705
市原若宮郵便局,35.52854,140.13330
市原若葉郵便局,35.52207,140.08524
市原菊間郵便局,35.53918,140.14982
市原辰巳台東郵便局,35.51701,140.15180
市原辰巳台西郵便局,35.52383,140.15005
市原郡本郵便局,35.51221,140.12474
市原郵便局,35.52765,140.10252
市原青葉台郵便局,35.46983,140.05912
市川三本松郵便局,35.72975,139.91009
市川中国分郵便局,35.75201,139.91325
市川二俣郵便局,35.69943,139.95453
市川北方郵便局,35.72379,139.93925
市川南三郵便局,35.72772,139.90450
市川南八幡郵便局,35.72076,139.92311
市川原木郵便局,35.70174,139.94353
市川国分郵便局,35.74521,139.92008
市川国府台郵便局,35.75076,139.90253
市川塩浜郵便局,35.66216,139.91362
市川塩焼郵便局,35.68619,139.92505
市川大洲郵便局,35.71663,139.91163
市川大野郵便局,35.75554,139.95464
市川宮久保郵便局,35.73493,139.93639
市川幸郵便局,35.67933,139.92536
市川広小路郵便局,35.73193,139.90250
市川新井郵便局,35.67633,139.89245
市川曾谷郵便局,35.74532,139.93706
市川本北方郵便局,35.72893,139.94367
市川本行徳郵便局,35.69577,139.91925
市川東菅野郵便局,35.72997,139.92953
市川真間郵便局,35.73662,139.90759
市川稲荷木郵便局,35.71235,139.91950
市川若宮郵便局,35.72465,139.95308
市川郵便局,35.72521,139.92178
市川須和田郵便局,35.73648,139.92386
市川鬼越郵便局,35.71827,139.93789
市東郵便局,35.50735,140.21487
市津郵便局,35.51532,140.17615
布佐郵便局,35.85172,140.13631
幕張テクノガーデン内郵便局,35.65166,140.04128
幕張ベイタウン郵便局,35.64156,140.04534
幕張北口郵便局,35.66167,140.05884
平山簡易郵便局,35.57629,140.16904
弥富簡易郵便局,35.65337,140.23744
我孫子つくし野郵便局,35.88102,140.00963
我孫子新木郵便局,35.86433,140.10806
我孫子柴崎台郵便局,35.87472,140.04265
我孫子泉郵便局,35.87200,140.03149
我孫子湖北台郵便局,35.86553,140.07487
我孫子緑郵便局,35.87038,140.01438
我孫子郵便局,35.86680,140.04196
我孫子駅前郵便局,35.87412,140.01079
手賀郵便局,35.83637,140.04966
新千葉郵便局,35.61486,140.10674
新川郵便局,35.91332,139.90511
新松戸北郵便局,35.82903,139.90564
新松戸南郵便局,35.82199,139.91021
新松戸郵便局,35.82728,139.91583
新松戸駅前郵便局,35.82722,139.92083
新柏駅前郵便局,35.83908,139.96669
新浦安駅前郵便局,35.64865,139.91326
新浦安駅北郵便局,35.65209,139.91201
更科郵便局,35.61992,140.22712
木下駅前郵便局,35.83667,140.14906
木間ヶ瀬郵便局,36.01989,139.84503
本埜郵便局,35.81059,140.20308
本白井郵便局,35.80077,140.06725
東中山駅前郵便局,35.71500,139.95354
東我孫子駅前郵便局,35.86869,140.04687
東習志野郵便局,35.70142,140.06360
東酒々井郵便局,35.73005,140.27538
松戸上本郷郵便局,35.79489,139.91887
松戸中和倉郵便局,35.80647,139.92458
松戸元山郵便局,35.79026,139.97794
松戸八ヶ崎郵便局,35.81212,139.92940
松戸六高台郵便局,35.80019,139.98439
松戸大金平郵便局,35.83644,139.92703
松戸小金原郵便局,35.82070,139.93719
松戸新作郵便局,35.80367,139.91603
松戸松飛台郵便局,35.79042,139.96807
松戸梨香台郵便局,35.75782,139.93491
松戸稔台郵便局,35.78821,139.93039
松戸馬橋西郵便局,35.81270,139.91125
柏つくしが丘郵便局,35.83587,139.96243
柏ひばりが丘郵便局,35.84998,139.96888
柏みどり台郵便局,35.90063,139.92486
柏中原郵便局,35.82253,139.97124
柏中新宿郵便局,35.83374,139.94574
柏光ヶ丘郵便局,35.82781,139.95772
柏加賀郵便局,35.83156,139.96974
柏十余二東郵便局,35.88110,139.96363
柏千代田郵便局,35.85469,139.97594
柏東台郵便局,35.86252,139.98491
柏松葉郵便局,35.88916,139.96930
柏田中郵便局,35.90001,139.96206
柏豊上郵便局,35.85672,139.95469
柏豊四季台郵便局,35.86470,139.95730
柏逆井南郵便局,35.80663,139.97613
柏逆井郵便局,35.82210,139.98171
柏郵便局,35.86061,139.97652
柏酒井根郵便局,35.81961,139.95924
柏駅西口郵便局,35.86238,139.96864
柏高島屋郵便局,35.86336,139.97044
栄安食郵便局,35.84303,140.23586
永治簡易郵便局,35.82489,140.10895
沼南大井郵便局,35.84373,140.00719
沼南大津ヶ丘郵便局,35.83914,139.99929
沼南高柳西郵便局,35.80867,139.99188
沼南高柳郵便局,35.81148,140.00880
津田沼南口郵便局,35.69058,140.01619
津田沼郵便局,35.69321,140.02250
流山加台郵便局,35.86176,139.90616
流山富士見台郵便局,35.89224,139.90225
流山平和台郵便局,35.85491,139.90625
流山江戸川台郵便局,35.89971,139.91189
流山鰭ヶ崎郵便局,35.84019,139.90992
浜野郵便局,35.55679,140.12921
浦安堀江郵便局,35.65630,139.89187
浦安富岡郵便局,35.64275,139.90034
浦安望海の街郵便局,35.64128,139.92001
浦安猫実二郵便局,35.65874,139.89942
浦安猫実四郵便局,35.66297,139.89315
浦安郵便局,35.65177,139.90040
湖北郵便局,35.86928,140.08287
牧の原団地内郵便局,35.79247,139.95650
犢橋郵便局,35.67066,140.10715
白井冨士郵便局,35.76937,140.02563
白井郵便局,35.78370,140.05280
睦郵便局,35.75179,140.08487
福田郵便局,35.94209,139.92427
秋山駅前郵便局,35.76412,139.93300
稲毛ファミールハイツ郵便局,35.65247,140.11046
稲毛海岸駅前郵便局,35.62800,140.07151
稲毛郵便局,35.63758,140.08491
稲毛駅前郵便局,35.63605,140.09069
習志野さぎ沼一郵便局,35.67635,140.02394
習志野大久保東郵便局,35.68747,140.05055
習志野大久保郵便局,35.68383,140.04437
習志野実籾郵便局,35.69071,140.06999
習志野屋敷郵便局,35.68207,140.05692
習志野津田沼郵便局,35.68257,140.02600
習志野秋津郵便局,35.66749,140.01669
習志野藤崎郵便局,35.69079,140.03973
習志野袖ヶ浦郵便局,35.67616,140.01897
習志野谷津郵便局,35.68399,140.01008
習志野駅前郵便局,35.71497,140.04300
習志野鷺沼台郵便局,35.68310,140.03164
臼井郵便局,35.73441,140.18331
船橋グリーンハイツ郵便局,35.72874,140.01652
船橋三咲東郵便局,35.75163,140.03484
船橋三咲郵便局,35.75652,140.02277
船橋三山郵便局,35.70164,140.05092
船橋中央市場内郵便局,35.70518,139.99512
船橋二和郵便局,35.75226,140.01936
船橋前原団地内郵便局,35.70154,140.02092
船橋前原東郵便局,35.70052,140.03169
船橋北口郵便局,35.70388,139.98303
船橋古和釜郵便局,35.73548,140.04963
船橋塚田郵便局,35.72365,139.98121
船橋夏見郵便局,35.71437,139.99205
船橋大穴郵便局,35.73957,140.03280
船橋宮本郵便局,35.69416,139.99300
船橋小室駅前郵便局,35.78782,140.07430
船橋市場郵便局,35.70200,140.00228
船橋本中山郵便局,35.71174,139.94089
船橋本町郵便局,35.69774,139.98785
船橋東郵便局,35.72349,140.04696
船橋松が丘郵便局,35.73454,140.04116
船橋法典郵便局,35.72831,139.96229
船橋海神郵便局,35.70577,139.97325
船橋習志野台五郵便局,35.71435,140.05488
船橋芝山郵便局,35.71649,140.02015
船橋若松郵便局,35.68107,139.99328
船橋藤原三郵便局,35.73661,139.97940
船橋行田郵便局,35.71879,139.97080
船橋西習志野郵便局,35.72135,140.04063
船橋郵便局,35.69752,139.97964
船橋金杉台郵便局,35.73548,140.01224
船橋高根台六郵便局,35.72951,140.03652
船橋高根台郵便局,35.73066,140.03124
船穂郵便局,35.78418,140.12826
花見川区役所前郵便局,35.66209,140.06932
花見川団地内郵便局,35.68901,140.09574
花見川郵便局,35.66499,140.09491
若葉郵便局,35.60987,140.12446
茂原緑ヶ丘郵便局,35.43564,140.26098
菅野郵便局,35.73307,139.91767
薬園台郵便局,35.71093,140.04859
薬園台駅前郵便局,35.71418,140.03901
行徳郵便局,35.68064,139.90704
行徳駅前三郵便局,35.68124,139.91714
行徳駅前四郵便局,35.67552,139.91475
袖ヶ浦さつき台郵便局,35.44627,140.00934
袖ヶ浦蔵波郵便局,35.44619,139.99031
西千葉駅前郵便局,35.62248,140.10268
西白井駅前郵便局,35.78604,140.03118
西船橋駅前郵便局,35.70899,139.95881
西船橋駅南口郵便局,35.70707,139.95473
誉田駅前郵便局,35.54710,140.21081
豊四季駅前郵便局,35.86517,139.94142
都賀駅前郵便局,35.63592,140.15085
酒々井郵便局,35.73347,140.27438
野呂郵便局,35.58198,140.23179
野田ジャスコ内郵便局,35.94762,139.87650
野田宮崎郵便局,35.95667,139.87158
野田山崎郵便局,35.92860,139.89028
野田岩名郵便局,35.97598,139.83705
野田本町通郵便局,35.94105,139.86403
野田梅郷団地郵便局,35.94412,139.90722
野田清水郵便局,35.95909,139.85733
野田目吹郵便局,35.96173,139.88919
野田郵便局,35.94648,139.86241
鎌ヶ谷中央一郵便局,35.77315,140.00202
鎌ヶ谷中沢郵便局,35.77321,139.98939
鎌ヶ谷初富郵便局,35.76259,140.01452
鎌ヶ谷南初富郵便局,35.76872,140.00935
鎌ヶ谷新田郵便局,35.74476,140.00146
鎌ヶ谷道野辺郵便局,35.75248,139.98599
鎌ヶ谷郵便局,35.76351,140.00072
鎌ヶ谷駅前郵便局,35.76446,139.99635
長柄郵便局,35.45669,140.20874
長浦郵便局,35.45424,140.00386
阿蘇郵便局,35.74771,140.12006
馬渡郵便局,35.67014,140.22756
馬込沢駅前郵便局,35.74323,139.99275
高根公団南口郵便局,35.72958,140.02891
八柱駅前郵便局,35.79267,139.93808
千葉高浜郵便局,35.62380,140.06589
市川南大野郵便局,35.74309,139.95058
市川曽谷北郵便局,35.74926,139.92620
松戸仲井郵便局,35.78677,139.91817
松戸六実郵便局,35.79480,139.99612
松戸矢切郵便局,35.76058,139.89933
